cell_id,latitude,longitude,geology_class,lithology,host_rock,metallogenesis,morphogenesis,fault_distance_km,lineament_distance_km,contact_distance_km,elevation_m,slope_deg,aspect_deg,ndvi,bsi,swir1,swir2,mn_occurrence,synthetic_demo
GRID_1008,21.821816,79.217019,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.278,4.523,1.822,360.07,8.39,53.19,0.4059,0.5013,0.1636,0.1955,1,1
GRID_1009,21.312218,80.143628,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.51,1.736,1.564,405.86,4.61,46.71,0.4912,0.1587,0.1542,0.2537,0,1
GRID_1010,21.516011,79.27257,Granite,Granite,Granite,Other,Mixed Terrain,3.223,5.001,1.977,382.37,15.08,228.44,0.5692,0.1668,0.2596,0.1756,0,1
GRID_1011,21.288028,79.968402,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.963,0.977,2.617,440.72,8.69,118.06,0.3727,0.2533,0.1986,0.1402,1,1
GRID_1012,21.939518,79.602686,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.365,4.355,3.108,464.22,8.63,99.02,0.5378,0.317,0.3513,0.1124,0,1
GRID_1013,21.90245,79.629487,Granite,Granite,Granite,Other,Mixed Terrain,0.821,4.313,2.926,477.11,7.65,213.14,0.1744,0.1484,0.3579,0.1675,0,1
GRID_1014,21.133513,79.694142,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,5.881,3.303,0.161,422.71,1.53,9.24,0.6646,0.3353,0.4317,0.0811,1,1
GRID_1015,21.699739,80.069809,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,5.404,2.295,3.919,302.44,5.3,88.64,0.18,0.1492,0.1445,0.1437,1,1
GRID_1016,21.886461,79.66767,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.606,1.735,0.658,576.49,3.1,122.6,0.351,0.1785,0.1609,0.1044,0,1
GRID_1017,21.253489,80.225779,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,5.879,2.19,1.744,398.61,2.72,255.01,0.3173,0.1125,0.3008,0.1644,1,1
GRID_1018,21.582753,79.766338,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,7.812,3.491,1.797,394.17,1.83,196.2,0.2,0.2876,0.2179,0.2074,0,1
GRID_1019,21.878165,79.295694,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.435,5.187,1.043,422.45,5.46,308.16,0.483,-0.0134,0.1894,0.2028,0,1
GRID_1020,21.128854,80.297264,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.231,3.58,0.667,407.79,8.08,120.42,0.7031,0.2121,0.2132,0.221,1,1
GRID_1021,21.692807,79.600062,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.506,6.159,0.302,281.33,2.31,106.72,0.1398,0.2629,0.2349,0.1245,1,1
GRID_1022,21.352747,79.805874,Granite,Granite,Granite,Other,Mixed Terrain,0.952,2.893,1.228,478.87,10.8,11.95,0.0632,0.3235,0.2864,0.2651,1,1
GRID_1023,21.885737,80.159621,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.13,0.928,1.077,360.26,9.19,342.62,0.29,0.2565,0.1131,0.22,1,1
GRID_1024,21.9254,79.665439,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.917,0.905,0.411,402.48,7.07,180.54,0.3924,0.0512,0.2686,0.2178,0,1
GRID_1025,21.902627,79.27922,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.286,0.689,1.145,579.54,16.65,180.91,0.5527,0.2608,0.2266,0.2476,1,1
GRID_1026,21.503082,79.723489,Granite,Granite,Granite,Other,Mixed Terrain,4.222,0.495,1.672,510.28,7.04,332.44,0.3532,0.2836,0.1845,0.1906,1,1
GRID_1027,21.832736,80.522228,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.38,1.015,4.479,567.04,11.19,104.37,0.1351,0.2709,0.3372,0.1731,1,1
GRID_1028,21.817867,80.098428,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,8.636,2.25,0.734,372.45,8.84,119.56,0.6353,0.1465,0.2099,0.2609,1,1
GRID_1029,21.371235,80.140071,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.389,3.859,0.77,492.05,13.75,236.29,0.2836,0.1586,0.216,0.1299,0,1
GRID_1030,21.804578,80.085195,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.183,3.663,2.611,464.28,12.34,282.66,0.5309,0.3194,0.2204,0.1673,1,1
GRID_1031,21.131456,79.478589,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.801,5.166,1.275,425.36,6.8,251.75,0.2479,0.1803,0.3493,0.2494,1,1
GRID_1032,21.606829,79.785667,Granite,Granite,Granite,Other,Mixed Terrain,4.659,4.855,0.241,366.2,6.95,283.94,0.4007,0.0464,0.2476,0.1675,0,1
GRID_1033,21.295508,80.251316,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.258,1.976,0.683,522.19,2.63,207.04,0.4869,0.1227,0.2351,0.1448,1,1
GRID_1034,21.202482,79.341922,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.174,3.458,0.759,386.3,8.46,310.62,0.293,0.3888,0.3019,0.1233,0,1
GRID_1035,21.16541,79.588994,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.867,0.864,1.431,441.58,10.62,198.04,0.498,-0.0081,0.0837,0.1943,1,1
GRID_1036,21.691845,79.586847,Granite,Granite,Granite,Other,Mixed Terrain,0.131,0.983,0.396,507.61,7.75,82.56,0.3726,0.362,0.2542,0.1543,1,1
GRID_1037,21.388894,79.804826,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.061,1.233,0.303,346.98,13.6,195.01,0.3569,0.1834,0.2552,0.2093,0,1
GRID_1038,21.716052,80.572516,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,8.296,0.05,0.786,337.47,8.58,256.66,0.6714,-0.0056,0.2979,0.2785,0,1
GRID_1039,21.155553,79.294504,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.496,0.499,0.824,643.87,12.99,235.29,0.4868,0.2909,0.2606,0.2444,0,1
GRID_1040,21.367997,79.926181,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.539,0.594,0.474,356.89,7.35,87.49,0.5082,0.0804,0.1609,0.0406,1,1
GRID_1041,21.558568,79.451111,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,5.674,1.338,0.397,567.42,3.36,14.79,0.5478,0.1931,0.1239,0.223,1,1
GRID_1042,21.772115,80.558947,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.716,2.954,2.26,425.49,5.5,90.89,0.5221,-0.0772,0.2846,0.2272,0,1
GRID_1043,21.37094,79.358625,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.688,5.478,0.887,393.8,7.87,354.26,0.4871,0.3683,0.2056,0.1621,1,1
GRID_1044,21.632008,79.765041,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,5.86,2.523,2.191,402.23,5.0,66.41,0.6285,0.1388,0.217,0.2546,0,1
GRID_1045,21.853081,80.233039,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.396,1.32,1.808,424.71,1.38,167.17,0.28,0.0941,0.18,0.1977,1,1
GRID_1046,21.623484,80.186376,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.064,2.651,0.659,543.72,0.2,229.8,0.4537,0.2068,0.241,0.0634,1,1
GRID_1047,21.298016,79.79182,Granite,Granite,Granite,Other,Mixed Terrain,0.496,1.971,0.55,494.27,12.06,316.61,0.3804,0.3039,0.2349,0.1885,0,1
GRID_1048,21.120741,79.685134,Granite,Granite,Granite,Other,Mixed Terrain,5.677,0.436,2.765,412.01,9.54,273.69,0.4526,0.1536,0.1545,0.1637,0,1
GRID_1049,21.839584,79.756657,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.32,2.009,1.828,271.4,9.1,327.22,0.3183,0.2995,0.294,0.1423,1,1
GRID_1050,21.118079,79.569987,Granite,Granite,Granite,Other,Mixed Terrain,0.339,1.551,1.109,431.75,8.67,217.58,0.1704,0.1764,0.19,0.2018,0,1
GRID_1051,21.843496,79.487466,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.402,2.608,2.345,441.29,5.81,311.51,0.558,0.1923,0.3398,0.219,1,1
GRID_1052,21.549597,79.876256,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,10.0,4.235,0.378,536.97,11.18,94.98,0.816,0.0679,0.2548,0.2202,0,1
GRID_1053,21.898208,79.575947,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.977,6.12,3.664,305.04,1.04,155.0,0.6022,0.3279,0.2339,0.222,1,1
GRID_1054,21.778966,79.602446,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.274,1.594,0.727,388.05,0.2,303.76,0.5688,0.2739,0.1344,0.1107,1,1
GRID_1055,21.948244,80.119458,Granite,Granite,Granite,Other,Mixed Terrain,3.407,0.692,0.334,385.37,7.19,117.2,0.4708,0.2569,0.2778,0.1163,0,1
GRID_1056,21.398105,80.555952,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.043,0.754,0.916,425.25,8.52,313.64,0.4052,0.3294,0.2372,0.1962,1,1
GRID_1057,21.75211,80.045092,Granite,Granite,Granite,Other,Mixed Terrain,3.662,0.594,0.428,437.74,4.46,130.72,0.4147,0.0331,0.252,0.2447,1,1
GRID_1058,21.441641,79.307771,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.547,0.761,1.346,467.26,1.63,130.82,0.4127,0.19,0.3322,0.2012,1,1
GRID_1059,21.507894,79.305817,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.21,8.0,0.898,268.94,10.36,111.25,0.3263,0.3352,0.3009,0.0536,0,1
GRID_1060,21.63338,80.531993,Granite,Granite,Granite,Other,Mixed Terrain,3.5,0.665,0.885,444.7,6.35,196.9,0.1652,0.1751,0.318,0.2128,0,1
GRID_1061,21.842626,79.616207,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.003,0.372,4.096,450.88,10.78,46.46,0.4618,0.2007,0.0712,0.0865,1,1
GRID_1062,21.936471,79.328894,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.623,1.558,1.661,436.39,13.22,13.18,0.3854,0.1967,0.2254,0.2211,1,1
GRID_1063,21.753032,80.038662,Granite,Granite,Granite,Other,Mixed Terrain,0.974,3.81,0.621,414.9,1.59,323.07,0.6123,0.2462,0.1286,0.1465,0,1
GRID_1064,21.455102,80.073108,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.399,2.687,1.19,250.0,8.85,334.42,0.5483,-0.0893,0.273,0.1981,1,1
GRID_1065,21.458153,80.107907,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.698,1.421,2.785,478.29,9.0,27.42,0.105,0.1967,0.1083,0.3062,1,1
GRID_1066,21.726945,79.574363,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,7.347,1.419,0.856,347.28,10.98,197.89,0.7042,0.2356,0.3137,0.1588,0,1
GRID_1067,21.302961,79.221155,Granite,Granite,Granite,Other,Mixed Terrain,4.716,2.941,1.236,482.17,5.87,194.29,0.3474,0.235,0.3499,0.1347,0,1
GRID_1068,21.193903,80.551022,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.246,0.712,0.716,536.26,8.22,134.08,0.3722,0.404,0.2271,0.154,1,1
GRID_1069,21.401429,79.55125,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.793,1.038,2.315,287.53,10.93,204.81,0.1616,0.0981,0.264,0.0898,1,1
GRID_1070,21.344153,80.146437,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.657,1.455,1.196,479.58,9.75,164.92,0.4726,0.4107,0.3486,0.1198,1,1
GRID_1071,21.351862,80.189282,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.707,3.717,3.002,324.98,14.24,176.27,0.4958,0.1292,0.3862,0.2439,0,1
GRID_1072,21.298567,80.05401,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.158,0.476,1.401,426.4,4.53,271.92,0.7042,-0.0089,0.358,0.0616,0,1
GRID_1073,21.135779,79.63807,Granite,Granite,Granite,Other,Mixed Terrain,4.269,1.304,0.935,419.29,8.83,189.35,0.5662,0.3908,0.2777,0.1423,0,1
GRID_1074,21.115193,79.579535,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.152,0.375,1.022,494.3,7.65,116.52,0.3494,0.3274,0.353,0.1944,1,1
GRID_1075,21.939564,80.036736,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.576,2.415,3.737,481.67,7.17,209.32,0.1463,0.1991,0.1724,0.1554,0,1
GRID_1076,21.463607,80.412534,Granite,Granite,Granite,Other,Mixed Terrain,6.415,0.699,1.279,452.28,10.35,230.67,0.3378,0.098,0.1921,0.261,0,1
GRID_1077,21.426678,80.525427,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.508,1.538,0.606,290.31,8.46,238.43,0.597,0.1508,0.3055,0.17,0,1
GRID_1078,21.6777,79.348268,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.859,3.995,0.888,250.0,3.74,222.59,0.3664,0.2158,0.2419,0.1597,1,1
GRID_1079,21.285516,79.41676,Granite,Granite,Granite,Other,Mixed Terrain,1.847,2.884,3.591,507.54,11.81,239.26,0.255,0.3743,0.2872,0.189,0,1
GRID_1080,21.907467,80.522631,Granite,Granite,Granite,Other,Mixed Terrain,1.386,2.093,0.375,493.45,10.36,111.63,0.4571,-0.0043,0.3041,0.1963,0,1
GRID_1081,21.768393,80.231149,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.882,2.736,0.686,345.21,13.9,160.61,0.3765,0.1506,0.3052,0.18,0,1
GRID_1082,21.175999,80.436191,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.249,3.212,2.593,459.52,10.91,240.73,0.357,0.1431,0.1104,0.1757,1,1
GRID_1083,21.454944,79.483686,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,5.562,0.283,1.912,412.21,7.15,271.57,0.3103,0.1122,0.2877,0.0628,1,1
GRID_1084,21.847251,80.02262,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.413,0.872,0.549,522.35,7.18,156.29,0.4474,0.0893,0.1958,0.1122,0,1
GRID_1085,21.903022,80.181595,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.568,1.281,0.945,437.1,12.14,131.52,0.5941,0.405,0.2579,0.2146,1,1
GRID_1086,21.497291,80.152157,Granite,Granite,Granite,Other,Mixed Terrain,3.663,1.817,0.708,506.53,4.93,257.72,0.5123,0.0677,0.2089,0.2405,0,1
GRID_1087,21.6214,79.771412,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,6.656,0.811,3.579,377.85,4.38,79.98,0.1216,0.1989,0.2104,0.2566,1,1
GRID_1088,21.241979,79.221553,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.774,0.453,1.522,454.23,8.88,3.42,0.6782,0.0148,0.1966,0.0934,0,1
GRID_1089,21.942493,80.016096,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.449,0.895,0.963,394.92,2.02,169.62,0.5502,0.3015,0.2932,0.1298,0,1
GRID_1090,21.296921,79.554342,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.43,2.924,1.01,377.43,9.39,62.41,0.4786,0.111,0.2282,0.2698,1,1
GRID_1091,21.901322,79.830356,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.526,0.116,0.724,250.0,9.88,136.18,0.4979,-0.1285,0.2226,0.1571,1,1
GRID_1092,21.6522,80.540613,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.453,0.916,2.553,508.5,7.01,104.84,0.5235,0.3163,0.2167,0.2171,1,1
GRID_1093,21.616576,79.758649,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,5.195,0.848,1.876,578.72,13.63,279.81,0.4923,0.1024,0.2811,0.382,0,1
GRID_1094,21.535785,80.375722,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.665,0.765,2.525,312.02,12.51,119.31,0.2762,0.3635,0.1802,0.243,1,1
GRID_1095,21.296069,79.463957,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.489,2.939,1.014,488.96,4.89,230.64,0.5112,0.3325,0.3513,0.167,1,1
GRID_1096,21.250049,80.141445,Granite,Granite,Granite,Other,Mixed Terrain,2.864,0.863,0.775,485.41,10.62,242.61,0.4561,0.1644,0.1941,0.1715,0,1
GRID_1097,21.287413,80.56781,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.406,0.72,1.688,386.26,11.94,164.32,0.4969,0.2355,0.2094,0.2116,1,1
GRID_1098,21.258473,79.34265,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.461,2.685,1.328,367.31,8.33,29.19,0.3283,0.1932,0.2415,0.0648,1,1
GRID_1099,21.762647,79.211648,Granite,Granite,Granite,Other,Mixed Terrain,0.615,2.803,4.505,530.34,6.27,252.13,0.6047,-0.0161,0.2732,0.2065,0,1
GRID_1100,21.397606,79.807016,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,4.742,2.271,0.971,521.38,3.56,27.06,0.3403,0.3793,0.2271,0.1634,1,1
GRID_1101,21.149166,79.329676,Granite,Granite,Granite,Other,Mixed Terrain,0.851,0.791,0.783,468.38,5.77,35.72,0.4223,0.1442,0.2236,0.1754,0,1
GRID_1102,21.923737,80.247738,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.196,3.861,1.281,385.8,3.65,70.56,0.3487,0.1833,0.3158,0.1863,0,1
GRID_1103,21.851218,80.480368,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.997,2.286,0.578,522.6,11.65,100.94,0.2704,0.1853,0.081,0.2739,0,1
GRID_1104,21.888589,79.807629,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.379,0.339,1.698,358.89,6.98,304.72,0.5445,0.1484,0.1997,0.1954,1,1
GRID_1105,21.945672,79.562196,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.868,4.767,0.479,550.75,10.09,242.97,0.3498,0.2695,0.1822,0.1941,1,1
GRID_1106,21.247811,79.808165,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.378,3.771,1.545,568.74,13.04,139.4,0.4534,0.1664,0.2116,0.2229,1,1
GRID_1107,21.436806,80.212827,Granite,Granite,Granite,Other,Mixed Terrain,1.635,0.649,1.309,530.43,8.85,352.31,0.2076,0.1082,0.3375,0.1844,1,1
GRID_1108,21.744503,79.212676,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.443,1.594,3.79,459.14,12.71,87.7,0.1391,0.122,0.1922,0.2197,0,1
GRID_1109,21.691618,80.025236,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,5.792,2.052,1.471,250.0,6.6,219.53,0.7069,0.4128,0.2334,0.1732,0,1
GRID_1110,21.230812,80.058608,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.759,1.373,0.607,414.29,9.55,305.0,0.6838,0.1883,0.2783,0.2498,1,1
GRID_1111,21.793458,80.092764,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.689,3.853,1.895,580.01,8.82,288.73,0.3333,0.4075,0.1851,0.2567,1,1
GRID_1112,21.290774,79.538831,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.664,0.642,0.635,509.65,5.19,32.51,0.5029,0.0461,0.0799,0.2204,0,1
GRID_1113,21.290245,80.199674,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.131,2.009,1.748,467.0,6.76,251.02,0.3587,0.0896,0.0609,0.0424,1,1
GRID_1114,21.556428,79.327948,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,5.461,8.0,0.964,372.13,13.66,92.83,0.5368,0.1123,0.3332,0.1905,0,1
GRID_1115,21.603999,79.478978,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.57,3.21,0.518,517.07,6.62,128.06,0.2569,0.1685,0.2717,0.0646,1,1
GRID_1116,21.593073,80.428458,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.168,0.931,0.401,296.3,1.35,176.04,0.2416,0.08,0.2171,0.2029,0,1
GRID_1117,21.177764,80.234212,Granite,Granite,Granite,Other,Mixed Terrain,2.369,3.046,3.29,415.48,6.62,284.67,0.4335,0.162,0.216,0.2762,0,1
GRID_1118,21.845842,79.219244,Granite,Granite,Granite,Other,Mixed Terrain,0.76,1.769,0.347,577.89,4.99,59.83,0.4912,0.2082,0.1805,0.2485,0,1
GRID_1119,21.32576,79.547727,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.094,2.104,1.382,361.63,9.82,39.08,0.3183,0.3207,0.2513,0.1639,0,1
GRID_1120,21.210088,79.500169,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.971,2.162,2.639,481.78,10.46,55.24,0.2213,-0.008,0.2906,0.1704,0,1
GRID_1121,21.855436,79.579129,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.003,1.504,0.616,280.64,9.43,78.56,0.6313,0.31,0.1773,0.0697,1,1
GRID_1122,21.912304,79.546584,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.735,1.334,0.977,374.56,6.36,21.42,0.3557,0.2834,0.2581,0.1808,1,1
GRID_1123,21.832808,79.287537,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,5.411,0.527,3.371,445.25,8.24,333.49,0.3573,0.0436,0.1796,0.1677,1,1
GRID_1124,21.788089,79.842517,Granite,Granite,Granite,Other,Mixed Terrain,6.976,1.025,0.887,460.06,6.74,114.87,0.6272,0.0696,0.2336,0.1046,0,1
GRID_1125,21.656956,80.225827,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.023,0.821,0.767,605.73,2.21,63.71,0.7887,0.2302,0.2007,0.1211,1,1
GRID_1126,21.568229,80.049424,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.316,2.788,0.72,387.16,7.55,229.62,0.4824,0.0918,0.3036,0.1081,0,1
GRID_1127,21.173939,80.14202,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.506,3.061,2.271,480.53,18.55,283.32,0.5707,0.3719,0.2405,0.3089,0,1
GRID_1128,21.447185,79.313609,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.169,0.905,1.455,478.14,3.88,271.16,0.2479,0.1791,0.1594,0.1872,1,1
GRID_1129,21.416785,80.532087,Granite,Granite,Granite,Other,Mixed Terrain,10.0,0.613,1.045,379.95,0.58,258.73,0.5469,0.0106,0.2342,0.2252,0,1
GRID_1130,21.320791,80.373889,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.809,3.044,2.21,511.26,13.7,18.19,0.5667,0.0236,0.3091,0.235,0,1
GRID_1131,21.714907,80.327126,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.194,0.269,2.593,486.79,9.79,281.58,0.2768,-0.0286,0.1554,0.2767,1,1
GRID_1132,21.521494,80.352177,Granite,Granite,Granite,Other,Mixed Terrain,3.896,0.395,0.677,406.75,9.19,180.68,0.3445,0.1653,0.2207,0.2748,0,1
GRID_1133,21.168889,80.505795,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.083,2.066,0.475,446.55,6.57,233.67,0.6257,0.172,0.2122,0.2366,1,1
GRID_1134,21.287156,79.961956,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.911,0.827,1.192,348.44,8.91,344.31,0.3858,0.2518,0.2547,0.0887,1,1
GRID_1135,21.68077,79.480395,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.927,0.77,2.785,354.73,8.21,291.84,0.6578,0.3568,0.2251,0.2372,0,1
GRID_1136,21.164711,80.063497,Granite,Granite,Granite,Other,Mixed Terrain,2.258,6.734,1.057,428.17,13.24,297.13,0.4331,0.1817,0.2656,0.156,1,1
GRID_1137,21.823526,80.240034,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.688,1.968,1.79,493.54,11.67,65.33,0.4253,0.3574,0.1899,0.1042,0,1
GRID_1138,21.520875,80.233084,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.482,1.635,0.447,401.65,10.41,171.51,0.5862,0.0779,0.2279,0.1577,0,1
GRID_1139,21.508499,79.930029,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.828,0.629,1.186,377.6,5.27,341.76,0.7584,-0.0261,0.2256,0.1892,0,1
GRID_1140,21.603547,79.295842,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.399,0.371,2.344,410.39,8.92,209.77,0.5356,0.291,0.3653,0.04,1,1
GRID_1141,21.800979,79.719558,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.712,1.336,2.932,500.43,5.54,36.93,0.458,0.2815,0.2619,0.204,0,1
GRID_1142,21.395638,80.489073,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.075,2.222,1.649,315.09,12.91,263.46,0.6326,0.2154,0.2991,0.2482,1,1
GRID_1143,21.676314,80.018228,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.275,2.443,1.264,503.21,5.14,15.45,0.6437,0.2754,0.3689,0.1852,0,1
GRID_1144,21.580872,79.953665,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,5.47,0.972,1.38,473.52,7.46,267.23,0.5155,-0.1432,0.2576,0.1151,0,1
GRID_1145,21.326974,79.576395,Granite,Granite,Granite,Other,Mixed Terrain,4.174,0.437,2.117,314.69,3.65,316.72,0.4905,0.1143,0.2239,0.2166,0,1
GRID_1146,21.846835,79.715828,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.228,5.753,1.636,410.0,6.01,153.09,0.5422,0.3366,0.1709,0.1784,0,1
